dataset,feature,length,model_size,auc
Pile-CC,loss,600,6.9b,0.5203825
Pile-CC,loss,700,6.9b,0.5094635000000001
Pile-CC,loss,800,6.9b,0.510222
Pile-CC,loss,900,6.9b,0.5153105
Pile-CC,loss,0,12b,0.5048855
Pile-CC,loss,100,12b,0.500791
Pile-CC,loss,200,12b,0.501161
Pile-CC,loss,300,12b,0.526784
Pile-CC,loss,400,12b,0.5070560000000001
Pile-CC,loss,500,12b,0.5544819999999999
Pile-CC,loss,600,12b,0.524405
Pile-CC,loss,700,12b,0.504433
Pile-CC,loss,800,12b,0.514538
Pile-CC,loss,900,12b,0.5198590000000001
Pile-CC,prob,0,410m,0.509908
Pile-CC,prob,100,410m,0.511072
Pile-CC,prob,200,410m,0.511829
Pile-CC,prob,300,410m,0.515334
Pile-CC,prob,400,410m,0.50395
Pile-CC,prob,500,410m,0.53251
Pile-CC,prob,600,410m,0.513874
Pile-CC,prob,700,410m,0.522308
Pile-CC,prob,800,410m,0.5058455
Pile-CC,prob,900,410m,0.502686
Pile-CC,prob,0,1b,0.515199
Pile-CC,prob,100,1b,0.511523
Pile-CC,prob,200,1b,0.511499
Pile-CC,prob,300,1b,0.517131
Pile-CC,prob,400,1b,0.503457
Pile-CC,prob,500,1b,0.5359200000000001
Pile-CC,prob,600,1b,0.515191
Pile-CC,prob,700,1b,0.5218595
Pile-CC,prob,800,1b,0.50147
Pile-CC,prob,900,1b,0.50613
Pile-CC,prob,0,2.8b,0.5107889999999999
Pile-CC,prob,100,2.8b,0.5119960000000001
Pile-CC,prob,200,2.8b,0.507693
Pile-CC,prob,300,2.8b,0.516758
Pile-CC,prob,400,2.8b,0.504279
Pile-CC,prob,500,2.8b,0.5405435
Pile-CC,prob,600,2.8b,0.515263
Pile-CC,prob,700,2.8b,0.521655
Pile-CC,prob,800,2.8b,0.501923
Pile-CC,prob,900,2.8b,0.508354
Pile-CC,prob,0,6.9b,0.5075149999999999
Pile-CC,prob,100,6.9b,0.5025390000000001
Pile-CC,prob,200,6.9b,0.5020469999999999
Pile-CC,prob,300,6.9b,0.523716
Pile-CC,prob,400,6.9b,0.5030840000000001
Pile-CC,prob,500,6.9b,0.547771
Pile-CC,prob,600,6.9b,0.5208484999999999
Pile-CC,prob,700,6.9b,0.50966
Pile-CC,prob,800,6.9b,0.5104139999999999
Pile-CC,prob,900,6.9b,0.515344
Pile-CC,prob,0,12b,0.5049475000000001
Pile-CC,prob,100,12b,0.50047
Pile-CC,prob,200,12b,0.501273
Pile-CC,prob,300,12b,0.52667
Pile-CC,prob,400,12b,0.507146
Pile-CC,prob,500,12b,0.554133
Pile-CC,prob,600,12b,0.5241709999999999
Pile-CC,prob,700,12b,0.504312
Pile-CC,prob,800,12b,0.5148400000000001
Pile-CC,prob,900,12b,0.519632
Pile-CC,ppl,0,410m,0.5099365
Pile-CC,ppl,100,410m,0.5109109999999999
Pile-CC,ppl,200,410m,0.5121985
Pile-CC,ppl,300,410m,0.5151459999999999
Pile-CC,ppl,400,410m,0.5039215
Pile-CC,ppl,500,410m,0.532097
Pile-CC,ppl,600,410m,0.5137885
Pile-CC,ppl,700,410m,0.5220079999999999
Pile-CC,ppl,800,410m,0.5057285
Pile-CC,ppl,900,410m,0.50317
Pile-CC,ppl,0,1b,0.515498
Pile-CC,ppl,100,1b,0.5116025
Pile-CC,ppl,200,1b,0.511746
Pile-CC,ppl,300,1b,0.5169239999999999
Pile-CC,ppl,400,1b,0.5033225
Pile-CC,ppl,500,1b,0.5359425
Pile-CC,ppl,600,1b,0.5154219999999999
Pile-CC,ppl,700,1b,0.5219915
Pile-CC,ppl,800,1b,0.501266
Pile-CC,ppl,900,1b,0.5059955
Pile-CC,ppl,0,2.8b,0.510761
Pile-CC,ppl,100,2.8b,0.5119370000000001
Pile-CC,ppl,200,2.8b,0.5078940000000001
Pile-CC,ppl,300,2.8b,0.5165584999999999
Pile-CC,ppl,400,2.8b,0.5043859999999999
Pile-CC,ppl,500,2.8b,0.5404525
Pile-CC,ppl,600,2.8b,0.515592
Pile-CC,ppl,700,2.8b,0.5221635
Pile-CC,ppl,800,2.8b,0.501629
Pile-CC,ppl,900,2.8b,0.508459
Pile-CC,ppl,0,6.9b,0.5073300000000001
Pile-CC,ppl,100,6.9b,0.502542
Pile-CC,ppl,200,6.9b,0.501868
Pile-CC,ppl,300,6.9b,0.524051
Pile-CC,ppl,400,6.9b,0.502948
Pile-CC,ppl,500,6.9b,0.547868
Pile-CC,ppl,600,6.9b,0.5203825
Pile-CC,ppl,700,6.9b,0.5094635000000001
Pile-CC,ppl,800,6.9b,0.510222
Pile-CC,ppl,900,6.9b,0.5153105
Pile-CC,ppl,0,12b,0.5048855
Pile-CC,ppl,100,12b,0.500791
Pile-CC,ppl,200,12b,0.501161
Pile-CC,ppl,300,12b,0.526784
Pile-CC,ppl,400,12b,0.5070560000000001
Pile-CC,ppl,500,12b,0.5544819999999999
Pile-CC,ppl,600,12b,0.524405
Pile-CC,ppl,700,12b,0.504433
Pile-CC,ppl,800,12b,0.514538
Pile-CC,ppl,900,12b,0.5198590000000001
Pile-CC,mink_plus,0,410m,0.5024899999999999
Pile-CC,mink_plus,100,410m,0.518871
Pile-CC,mink_plus,200,410m,0.501003
Pile-CC,mink_plus,300,410m,0.525334
Pile-CC,mink_plus,400,410m,0.502934
Pile-CC,mink_plus,500,410m,0.510575
Pile-CC,mink_plus,600,410m,0.525408
Pile-CC,mink_plus,700,410m,0.5003249999999999
Pile-CC,mink_plus,800,410m,0.507714
Pile-CC,mink_plus,900,410m,0.503566
Pile-CC,mink_plus,0,1b,0.503916
Pile-CC,mink_plus,100,1b,0.5123899999999999
Pile-CC,mink_plus,200,1b,0.5051700000000001
Pile-CC,mink_plus,300,1b,0.52956
Pile-CC,mink_plus,400,1b,0.5124799999999999
Pile-CC,mink_plus,500,1b,0.5238984999999999
Pile-CC,mink_plus,600,1b,0.542287
Pile-CC,mink_plus,700,1b,0.512548
Pile-CC,mink_plus,800,1b,0.503873
Pile-CC,mink_plus,900,1b,0.524925
Pile-CC,mink_plus,0,2.8b,0.5024
Pile-CC,mink_plus,100,2.8b,0.506011
Pile-CC,mink_plus,200,2.8b,0.5198160000000001
Pile-CC,mink_plus,300,2.8b,0.532722
Pile-CC,mink_plus,400,2.8b,0.5180950000000001
Pile-CC,mink_plus,500,2.8b,0.5269499999999999
Pile-CC,mink_plus,600,2.8b,0.546299
Pile-CC,mink_plus,700,2.8b,0.524627
Pile-CC,mink_plus,800,2.8b,0.5008630000000001
Pile-CC,mink_plus,900,2.8b,0.52165
Pile-CC,mink_plus,0,6.9b,0.512907
Pile-CC,mink_plus,100,6.9b,0.5281534999999999
Pile-CC,mink_plus,200,6.9b,0.531909
Pile-CC,mink_plus,300,6.9b,0.551582
Pile-CC,mink_plus,400,6.9b,0.540946
Pile-CC,mink_plus,500,6.9b,0.5543130000000001
Pile-CC,mink_plus,600,6.9b,0.5868490000000001
Pile-CC,mink_plus,700,6.9b,0.554548
Pile-CC,mink_plus,800,6.9b,0.547155
Pile-CC,mink_plus,900,6.9b,0.56052
Pile-CC,mink_plus,0,12b,0.527188
Pile-CC,mink_plus,100,12b,0.5352429999999999
Pile-CC,mink_plus,200,12b,0.534279
Pile-CC,mink_plus,300,12b,0.5621389999999999
Pile-CC,mink_plus,400,12b,0.546632
Pile-CC,mink_plus,500,12b,0.572108
Pile-CC,mink_plus,600,12b,0.5916969999999999
Pile-CC,mink_plus,700,12b,0.5751890000000001
Pile-CC,mink_plus,800,12b,0.549749
Pile-CC,mink_plus,900,12b,0.568606
Pile-CC,zlib,0,410m,0.503253
Pile-CC,zlib,100,410m,0.5124569999999999
Pile-CC,zlib,200,410m,0.5107385
Pile-CC,zlib,300,410m,0.5077265
Pile-CC,zlib,400,410m,0.5068325
Pile-CC,zlib,500,410m,0.518705
Pile-CC,zlib,600,410m,0.5074084999999999
Pile-CC,zlib,700,410m,0.5157425
Pile-CC,zlib,800,410m,0.5133355
Pile-CC,zlib,900,410m,0.5147435
Pile-CC,zlib,0,1b,0.502182
Pile-CC,zlib,100,1b,0.513989
Pile-CC,zlib,200,1b,0.5100045
Pile-CC,zlib,300,1b,0.5106660000000001
Pile-CC,zlib,400,1b,0.5034529999999999
Pile-CC,zlib,500,1b,0.525074
Pile-CC,zlib,600,1b,0.5114675
Pile-CC,zlib,700,1b,0.5140835
Pile-CC,zlib,800,1b,0.5087335000000001
Pile-CC,zlib,900,1b,0.5175829999999999
Pile-CC,zlib,0,2.8b,0.5002
Pile-CC,zlib,100,2.8b,0.514121
Pile-CC,zlib,200,2.8b,0.5052755
Pile-CC,zlib,300,2.8b,0.5100579999999999
Pile-CC,zlib,400,2.8b,0.503524
Pile-CC,zlib,500,2.8b,0.531358
Pile-CC,zlib,600,2.8b,0.513231
Pile-CC,zlib,700,2.8b,0.5148455000000001
Pile-CC,zlib,800,2.8b,0.5056965
Pile-CC,zlib,900,2.8b,0.519841
Pile-CC,zlib,0,6.9b,0.501546
Pile-CC,zlib,100,6.9b,0.506822
Pile-CC,zlib,200,6.9b,0.5007935
Pile-CC,zlib,300,6.9b,0.5194705
Pile-CC,zlib,400,6.9b,0.503493
Pile-CC,zlib,500,6.9b,0.540566
Pile-CC,zlib,600,6.9b,0.52022
Pile-CC,zlib,700,6.9b,0.5001745000000001
Pile-CC,zlib,800,6.9b,0.5060304999999999
Pile-CC,zlib,900,6.9b,0.5253545
Pile-CC,zlib,0,12b,0.5037775
Pile-CC,zlib,100,12b,0.5054865
Pile-CC,zlib,200,12b,0.5034814999999999
Pile-CC,zlib,300,12b,0.5219155
Pile-CC,zlib,400,12b,0.5072405
Pile-CC,zlib,500,12b,0.5481705
Pile-CC,zlib,600,12b,0.5256745
Pile-CC,zlib,700,12b,0.505435
Pile-CC,zlib,800,12b,0.511215
Pile-CC,zlib,900,12b,0.5300050000000001
Pile-CC,grad,0,410m,0.51549
Pile-CC,grad,100,410m,0.5060115000000001
Pile-CC,grad,200,410m,0.5067459999999999
Pile-CC,grad,300,410m,0.50454
Pile-CC,grad,400,410m,0.509017
Pile-CC,grad,500,410m,0.5026120000000001
Pile-CC,grad,600,410m,0.5001340000000001
Pile-CC,grad,700,410m,0.5009735000000001
Pile-CC,grad,800,410m,0.5179925000000001
Pile-CC,grad,900,410m,0.5091725
Pile-CC,grad,0,1b,0.5236105
Pile-CC,grad,100,1b,0.5060235
Pile-CC,grad,200,1b,0.5208695
Pile-CC,grad,300,1b,0.5099440000000001
Pile-CC,grad,400,1b,0.51217
Pile-CC,grad,500,1b,0.514066
Pile-CC,grad,600,1b,0.529001
Pile-CC,grad,700,1b,0.5055974999999999
Pile-CC,grad,800,1b,0.5088245
Pile-CC,grad,900,1b,0.5065575
Pile-CC,grad,0,2.8b,0.521055
Pile-CC,grad,100,2.8b,0.5024845
Pile-CC,grad,200,2.8b,0.511717
Pile-CC,grad,300,2.8b,0.509458
Pile-CC,grad,400,2.8b,0.5002205
Pile-CC,grad,500,2.8b,0.5161864999999999
Pile-CC,grad,600,2.8b,0.518003
Pile-CC,grad,700,2.8b,0.5016295
Pile-CC,grad,800,2.8b,0.5009985
Pile-CC,grad,900,2.8b,0.51261
Pile-CC,grad,0,6.9b,0.5198894999999999
Pile-CC,grad,100,6.9b,0.5011245
Pile-CC,grad,200,6.9b,0.5252745
Pile-CC,grad,300,6.9b,0.5258665
Pile-CC,grad,400,6.9b,0.5143659999999999
Pile-CC,grad,500,6.9b,0.5142905
Pile-CC,grad,600,6.9b,0.5380024999999999
Pile-CC,grad,700,6.9b,0.5076145
Pile-CC,grad,800,6.9b,0.506106
Pile-CC,grad,900,6.9b,0.504858
Pile-CC,grad,0,12b,0.5173935
Pile-CC,grad,100,12b,0.5069494999999999
Pile-CC,grad,200,12b,0.521388
Pile-CC,grad,300,12b,0.5213035
Pile-CC,grad,400,12b,0.5032544999999999
Pile-CC,grad,500,12b,0.5062300000000001
Pile-CC,grad,600,12b,0.5337434999999999
Pile-CC,grad,700,12b,0.507226
Pile-CC,grad,800,12b,0.5197975
Pile-CC,grad,900,12b,0.5132614999999999
Pile-CC,refer,0,410m,0.5151334999999999
Pile-CC,refer,100,410m,0.514191
Pile-CC,refer,200,410m,0.515532
Pile-CC,refer,300,410m,0.5110490000000001
Pile-CC,refer,400,410m,0.5054405
Pile-CC,refer,500,410m,0.5353765
Pile-CC,refer,600,410m,0.51016
Pile-CC,refer,700,410m,0.5216255
Pile-CC,refer,800,410m,0.5003655
Pile-CC,refer,900,410m,0.5031875
Pile-CC,refer,0,1b,0.5151334999999999
Pile-CC,refer,100,1b,0.514191
Pile-CC,refer,200,1b,0.515532
Pile-CC,refer,300,1b,0.5110490000000001
Pile-CC,refer,400,1b,0.5054405
Pile-CC,refer,500,1b,0.5353765
Pile-CC,refer,600,1b,0.51016
Pile-CC,refer,700,1b,0.5216255
Pile-CC,refer,800,1b,0.5003655
Pile-CC,refer,900,1b,0.5031875
Pile-CC,refer,0,2.8b,0.5151334999999999
Pile-CC,refer,100,2.8b,0.514191
Pile-CC,refer,200,2.8b,0.515532
Pile-CC,refer,300,2.8b,0.5110490000000001
Pile-CC,refer,400,2.8b,0.5054405
Pile-CC,refer,500,2.8b,0.5353765
Pile-CC,refer,600,2.8b,0.51016
Pile-CC,refer,700,2.8b,0.5216255
Pile-CC,refer,800,2.8b,0.5003655
Pile-CC,refer,900,2.8b,0.5031875
Pile-CC,refer,0,6.9b,0.5151334999999999
Pile-CC,refer,100,6.9b,0.514191
Pile-CC,refer,200,6.9b,0.515532
Pile-CC,refer,300,6.9b,0.5110490000000001
Pile-CC,refer,400,6.9b,0.5054405
Pile-CC,refer,500,6.9b,0.5353765
Pile-CC,refer,600,6.9b,0.51016
Pile-CC,refer,700,6.9b,0.5216255
Pile-CC,refer,800,6.9b,0.5003655
Pile-CC,refer,900,6.9b,0.5031875
Pile-CC,refer,0,12b,0.5151334999999999
Pile-CC,refer,100,12b,0.514191
Pile-CC,refer,200,12b,0.515532
Pile-CC,refer,300,12b,0.5110490000000001
Pile-CC,refer,400,12b,0.5054405
Pile-CC,refer,500,12b,0.5353765
Pile-CC,refer,600,12b,0.51016
Pile-CC,refer,700,12b,0.5216255
Pile-CC,refer,800,12b,0.5003655
Pile-CC,refer,900,12b,0.5031875
Github,loss,0,410m,0.5211935000000001
Github,loss,100,410m,0.5275365
Github,loss,200,410m,0.5038239999999999
Github,loss,300,410m,0.5217295000000001
Github,loss,400,410m,0.5105202247191011
Github,loss,500,410m,0.5313166144200627
Github,loss,600,410m,0.513874053030303
Github,loss,700,410m,0.5139774881516588
Github,loss,800,410m,0.5236377708978328
Github,loss,900,410m,0.5207518382352941
Github,loss,0,1b,0.523865
Github,loss,100,1b,0.5287120000000001
Github,loss,200,1b,0.50317
Github,loss,300,1b,0.518579
Github,loss,400,1b,0.5145348314606741
Github,loss,500,1b,0.533126959247649
Github,loss,600,1b,0.5108626893939394
Github,loss,700,1b,0.5199099526066351
Github,loss,800,1b,0.5200510835913312
Github,loss,900,1b,0.5177426470588236
Github,loss,0,2.8b,0.5307620000000001
Github,loss,100,2.8b,0.5206935
Github,loss,200,2.8b,0.505657
Github,loss,300,2.8b,0.506703
Github,loss,400,2.8b,0.5175865168539326
Github,loss,500,2.8b,0.5412194357366771
Github,loss,600,2.8b,0.5011335227272727
Github,loss,700,2.8b,0.5330995260663508
Github,loss,800,2.8b,0.5263312693498452
Github,loss,900,2.8b,0.5148547794117647
Github,loss,0,6.9b,0.528349
Github,loss,100,6.9b,0.529663
Github,loss,200,6.9b,0.5007595
Github,loss,300,6.9b,0.508454
Github,loss,400,6.9b,0.5150331460674157
Github,loss,500,6.9b,0.535896551724138
Github,loss,600,6.9b,0.502251893939394
Github,loss,700,6.9b,0.5279372037914691
Github,loss,800,6.9b,0.5236687306501548
Github,loss,900,6.9b,0.5123676470588235
Github,loss,0,12b,0.5277935
Github,loss,100,12b,0.5317365000000001
Github,loss,200,12b,0.5008655000000001
Github,loss,300,12b,0.5049935
Github,loss,400,12b,0.5161050561797753
Github,loss,500,12b,0.5352993730407524
Github,loss,600,12b,0.5002537878787878
Github,loss,700,12b,0.5287997630331753
Github,loss,800,12b,0.5257058823529412
Github,loss,900,12b,0.5116525735294117
Github,prob,0,410m,0.521297
Github,prob,100,410m,0.5274475
Github,prob,200,410m,0.5038900000000001
Github,prob,300,410m,0.521773
Github,prob,400,410m,0.5104140449438203
Github,prob,500,410m,0.5315274294670846
Github,prob,600,410m,0.5138484848484848
Github,prob,700,410m,0.5139383886255924
Github,prob,800,410m,0.5235851393188855
Github,prob,900,410m,0.5208621323529412
Github,prob,0,1b,0.524033
Github,prob,100,1b,0.5287225
Github,prob,200,1b,0.503349
Github,prob,300,1b,0.5184639999999999
Github,prob,400,1b,0.5144404494382022
Github,prob,500,1b,0.5332092476489029
Github,prob,600,1b,0.5105814393939394
Github,prob,700,1b,0.5196374407582939
Github,prob,800,1b,0.5203684210526316
Github,prob,900,1b,0.5176599264705882
Github,prob,0,2.8b,0.530736
Github,prob,100,2.8b,0.5205815
Github,prob,200,2.8b,0.505583
Github,prob,300,2.8b,0.506597
Github,prob,400,2.8b,0.5173314606741574
Github,prob,500,2.8b,0.5411042319749216
Github,prob,600,2.8b,0.5009829545454546
Github,prob,700,2.8b,0.5329478672985782
Github,prob,800,2.8b,0.5264891640866873
Github,prob,900,2.8b,0.5150055147058824
Github,prob,0,6.9b,0.528217
Github,prob,100,6.9b,0.5296545
Github,prob,200,6.9b,0.500684
Github,prob,300,6.9b,0.508419
Github,prob,400,6.9b,0.515
Github,prob,500,6.9b,0.5357280564263323
Github,prob,600,6.9b,0.502153409090909
Github,prob,700,6.9b,0.5275545023696683
Github,prob,800,6.9b,0.5232074303405573
Github,prob,900,6.9b,0.512108455882353
Github,prob,0,12b,0.527797
Github,prob,100,12b,0.5317165
Github,prob,200,12b,0.500814
Github,prob,300,12b,0.504921
Github,prob,400,12b,0.5161258426966292
Github,prob,500,12b,0.5354757053291537
Github,prob,600,12b,0.5001761363636364
Github,prob,700,12b,0.5283341232227488
Github,prob,800,12b,0.5258544891640867
Github,prob,900,12b,0.5116305147058824
Github,ppl,0,410m,0.5211935000000001
Github,ppl,100,410m,0.5275365
Github,ppl,200,410m,0.5038239999999999
Github,ppl,300,410m,0.5217295000000001
Github,ppl,400,410m,0.5105202247191011
Github,ppl,500,410m,0.5313166144200627
Github,ppl,600,410m,0.513874053030303
Github,ppl,700,410m,0.5139774881516588
Github,ppl,800,410m,0.5236377708978328
Github,ppl,900,410m,0.5207518382352941
Github,ppl,0,1b,0.523865
Github,ppl,100,1b,0.5287120000000001
Github,ppl,200,1b,0.50317
Github,ppl,300,1b,0.518579
Github,ppl,400,1b,0.5145348314606741
Github,ppl,500,1b,0.533126959247649
Github,ppl,600,1b,0.5108626893939394
Github,ppl,700,1b,0.5199099526066351
Github,ppl,800,1b,0.5200510835913312
Github,ppl,900,1b,0.5177426470588236
Github,ppl,0,2.8b,0.5307620000000001
Github,ppl,100,2.8b,0.5206935
Github,ppl,200,2.8b,0.505657
Github,ppl,300,2.8b,0.506703
Github,ppl,400,2.8b,0.5175865168539326
Github,ppl,500,2.8b,0.5412194357366771
Github,ppl,600,2.8b,0.5011335227272727
Github,ppl,700,2.8b,0.5330995260663508
Github,ppl,800,2.8b,0.5263312693498452
Github,ppl,900,2.8b,0.5148547794117647
Github,ppl,0,6.9b,0.528349
Github,ppl,100,6.9b,0.529663
Github,ppl,200,6.9b,0.5007595
Github,ppl,300,6.9b,0.508454
Github,ppl,400,6.9b,0.5150331460674157
Github,ppl,500,6.9b,0.535896551724138
Github,ppl,600,6.9b,0.502251893939394
Github,ppl,700,6.9b,0.5279372037914691
Github,ppl,800,6.9b,0.5236687306501548
Github,ppl,900,6.9b,0.5123676470588235
Github,ppl,0,12b,0.5277935
Github,ppl,100,12b,0.5317365000000001
Github,ppl,200,12b,0.5008655000000001
Github,ppl,300,12b,0.5049935
Github,ppl,400,12b,0.5161050561797753
Github,ppl,500,12b,0.5352993730407524
Github,ppl,600,12b,0.5002537878787878
Github,ppl,700,12b,0.5287997630331753
Github,ppl,800,12b,0.5257058823529412
Github,ppl,900,12b,0.5116525735294117
Github,mink_plus,0,410m,0.507101
Github,mink_plus,100,410m,0.5377345
Github,mink_plus,200,410m,0.505636
Github,mink_plus,300,410m,0.5094179999999999
Github,mink_plus,400,410m,0.521829213483146
Github,mink_plus,500,410m,0.5281747648902821
Github,mink_plus,600,410m,0.5056287878787878
Github,mink_plus,700,410m,0.5038270142180095
Github,mink_plus,800,410m,0.5093467492260062
Github,mink_plus,900,410m,0.5025606617647058
Github,mink_plus,0,1b,0.519112
Github,mink_plus,100,1b,0.5257705
Github,mink_plus,200,1b,0.513579
Github,mink_plus,300,1b,0.507642
Github,mink_plus,400,1b,0.5321595505617978
Github,mink_plus,500,1b,0.5156669278996866
Github,mink_plus,600,1b,0.5138674242424243
Github,mink_plus,700,1b,0.5096611374407582
Github,mink_plus,800,1b,0.5033065015479876
Github,mink_plus,900,1b,0.5038143382352941
Github,mink_plus,0,2.8b,0.523851
Github,mink_plus,100,2.8b,0.5230625
Github,mink_plus,200,2.8b,0.5045620000000001
Github,mink_plus,300,2.8b,0.505539
Github,mink_plus,400,2.8b,0.5355370786516854
Github,mink_plus,500,2.8b,0.5142311912225705
Github,mink_plus,600,2.8b,0.5357424242424242
Github,mink_plus,700,2.8b,0.5257322274881516
Github,mink_plus,800,2.8b,0.5106130030959752
Github,mink_plus,900,2.8b,0.5124724264705882
Github,mink_plus,0,6.9b,0.5190009999999999
Github,mink_plus,100,6.9b,0.5354524999999999
Github,mink_plus,200,6.9b,0.50203
Github,mink_plus,300,6.9b,0.519854
Github,mink_plus,400,6.9b,0.5444370786516854
Github,mink_plus,500,6.9b,0.5038989028213166
Github,mink_plus,600,6.9b,0.5452670454545454
Github,mink_plus,700,6.9b,0.5328815165876777
Github,mink_plus,800,6.9b,0.520984520123839
Github,mink_plus,900,6.9b,0.5249172794117647
Github,mink_plus,0,12b,0.510669
Github,mink_plus,100,12b,0.5451525
Github,mink_plus,200,12b,0.506896
Github,mink_plus,300,12b,0.534994
Github,mink_plus,400,12b,0.5443325842696629
Github,mink_plus,500,12b,0.5010995297805643
Github,mink_plus,600,12b,0.5504772727272726
Github,mink_plus,700,12b,0.5458530805687204
Github,mink_plus,800,12b,0.5261764705882352
Github,mink_plus,900,12b,0.5383363970588235
Github,zlib,0,410m,0.518489
Github,zlib,100,410m,0.521853
Github,zlib,200,410m,0.5012650000000001
Github,zlib,300,410m,0.5112755
Github,zlib,400,410m,0.5118393258426966
Github,zlib,500,410m,0.5351167711598745
Github,zlib,600,410m,0.5061448863636364
Github,zlib,700,410m,0.5024703791469194
Github,zlib,800,410m,0.5154922600619196
Github,zlib,900,410m,0.5344136029411766
Github,zlib,0,1b,0.5212435
Github,zlib,100,1b,0.523255
Github,zlib,200,1b,0.501851
Github,zlib,300,1b,0.509516
Github,zlib,400,1b,0.516041011235955
Github,zlib,500,1b,0.5361324451410658
Github,zlib,600,1b,0.5069526515151516
Github,zlib,700,1b,0.508478672985782
Github,zlib,800,1b,0.5141501547987616
Github,zlib,900,1b,0.5322242647058824
Github,zlib,0,2.8b,0.528348
Github,zlib,100,2.8b,0.5175225000000001
Github,zlib,200,2.8b,0.5096215
Github,zlib,300,2.8b,0.5008225000000001
Github,zlib,400,2.8b,0.5193084269662922
Github,zlib,500,2.8b,0.5424388714733542
Github,zlib,600,2.8b,0.5154905303030303
Github,zlib,700,2.8b,0.5251800947867299
Github,zlib,800,2.8b,0.5148034055727555
Github,zlib,900,2.8b,0.5240551470588235
Github,zlib,0,6.9b,0.5260555
Github,zlib,100,6.9b,0.525153
Github,zlib,200,6.9b,0.5047105000000001
Github,zlib,300,6.9b,0.5017935
Github,zlib,400,6.9b,0.5177207865168539
Github,zlib,500,6.9b,0.5367500000000001
Github,zlib,600,6.9b,0.5138892045454546
Github,zlib,700,6.9b,0.5192180094786729
Github,zlib,800,6.9b,0.5161300309597523
Github,zlib,900,6.9b,0.5243694852941176
Github,zlib,0,12b,0.526727
Github,zlib,100,12b,0.527142
Github,zlib,200,12b,0.5046425
Github,zlib,300,12b,0.5011574999999999
Github,zlib,400,12b,0.517976404494382
Github,zlib,500,12b,0.5362594043887147
Github,zlib,600,12b,0.5156486742424242
Github,zlib,700,12b,0.5207037914691943
Github,zlib,800,12b,0.5189659442724459
Github,zlib,900,12b,0.5233216911764706
Github,grad,0,410m,0.513104
Github,grad,100,410m,0.5050215
Github,grad,200,410m,0.514364
Github,grad,300,410m,0.505004
Github,grad,400,410m,0.5020460674157303
Github,grad,500,410m,0.5260015673981191
Github,grad,600,410m,0.5036117424242424
Github,grad,700,410m,0.5346338862559241
Github,grad,800,410m,0.5207894736842106
Github,grad,900,410m,0.5132702205882352
Github,grad,0,1b,0.5191699999999999
Github,grad,100,1b,0.5198125
Github,grad,200,1b,0.507001
Github,grad,300,1b,0.5075905000000001
Github,grad,400,1b,0.5069949438202247
Github,grad,500,1b,0.5030219435736677
Github,grad,600,1b,0.5003844696969697
Github,grad,700,1b,0.5037879146919432
Github,grad,800,1b,0.5383993808049536
Github,grad,900,1b,0.5132187500000001
Github,grad,0,2.8b,0.5221979999999999
Github,grad,100,2.8b,0.5235325
Github,grad,200,2.8b,0.5045504999999999
Github,grad,300,2.8b,0.506939
Github,grad,400,2.8b,0.5237651685393259
Github,grad,500,2.8b,0.5065595611285267
Github,grad,600,2.8b,0.5033314393939394
Github,grad,700,2.8b,0.5160959715639811
Github,grad,800,2.8b,0.532204334365325
Github,grad,900,2.8b,0.5402720588235295
Github,grad,0,6.9b,0.521304
Github,grad,100,6.9b,0.5349480000000001
Github,grad,200,6.9b,0.5000330000000001
Github,grad,300,6.9b,0.503866
Github,grad,400,6.9b,0.5199685393258426
Github,grad,500,6.9b,0.5200070532915361
Github,grad,600,6.9b,0.5170984848484849
Github,grad,700,6.9b,0.5211469194312797
Github,grad,800,6.9b,0.5257569659442725
Github,grad,900,6.9b,0.50475
Github,grad,0,12b,0.527982
Github,grad,100,12b,0.5206475
Github,grad,200,12b,0.5057375
Github,grad,300,12b,0.5191475
Github,grad,400,12b,0.5131230337078652
Github,grad,500,12b,0.5367037617554858
Github,grad,600,12b,0.517283143939394
Github,grad,700,12b,0.5171718009478673
Github,grad,800,12b,0.5131145510835913
Github,grad,900,12b,0.5088566176470588
Github,refer,0,410m,0.5108185000000001
Github,refer,100,410m,0.5164909999999999
Github,refer,200,410m,0.50008
Github,refer,300,410m,0.5173895
Github,refer,400,410m,0.505358988764045
Github,refer,500,410m,0.5349968652037618
Github,refer,600,410m,0.509842803030303
Github,refer,700,410m,0.5137914691943128
Github,refer,800,410m,0.5154643962848298
Github,refer,900,410m,0.5169705882352942
Github,refer,0,1b,0.5108185000000001
Github,refer,100,1b,0.5164909999999999
Github,refer,200,1b,0.50008
Github,refer,300,1b,0.5173895
Github,refer,400,1b,0.505358988764045
Github,refer,500,1b,0.5349968652037618
Github,refer,600,1b,0.509842803030303
Github,refer,700,1b,0.5137914691943128
Github,refer,800,1b,0.5154643962848298
Github,refer,900,1b,0.5169705882352942
Github,refer,0,2.8b,0.5108185000000001
Github,refer,100,2.8b,0.5164909999999999
Github,refer,200,2.8b,0.50008
Github,refer,300,2.8b,0.5173895
Github,refer,400,2.8b,0.505358988764045
Github,refer,500,2.8b,0.5349968652037618
Github,refer,600,2.8b,0.509842803030303
Github,refer,700,2.8b,0.5137914691943128
Github,refer,800,2.8b,0.5154643962848298
Github,refer,900,2.8b,0.5169705882352942
Github,refer,0,6.9b,0.5108185000000001
Github,refer,100,6.9b,0.5164909999999999
